model,frame,condition,prediction,region,abs_err_vs_gt,n
Full,0047:0045,clean,fused,valid,0.43741169571876526,2073600
Full,0047:0045,clean,fused,sky,nan,0
Full,0047:0045,clean,fused,nonsky,0.43741169571876526,2073600
Full,0047:0045,clean,fused,textureless,0.0542379729449749,504
Full,0047:0045,clean,fused,textured,0.4375048279762268,2073096
Full,0047:0045,clean,stereo_only,valid,0.43738943338394165,2073600
Full,0047:0045,clean,stereo_only,sky,nan,0
Full,0047:0045,clean,stereo_only,nonsky,0.43738943338394165,2073600
Full,0047:0045,clean,stereo_only,textureless,0.0543387271463871,504
Full,0047:0045,clean,stereo_only,textured,0.4374825060367584,2073096
Full,0047:0045,clean,mono_only,valid,19.650863647460938,2073600
Full,0047:0045,clean,mono_only,sky,nan,0
Full,0047:0045,clean,mono_only,nonsky,19.650863647460938,2073600
Full,0047:0045,clean,mono_only,textureless,27.89278793334961,504
Full,0047:0045,clean,mono_only,textured,19.64887237548828,2073096
E0,0047:0045,fog,fused,valid,0.40486037731170654,2073600
E0,0047:0045,fog,fused,sky,nan,0
E0,0047:0045,fog,fused,nonsky,0.40486037731170654,2073600
E0,0047:0045,fog,fused,textureless,0.07991859316825867,308241
E0,0047:0045,fog,fused,textured,0.4615970551967621,1765359
Full,0047:0045,fog,fused,valid,0.4122331440448761,2073600
Full,0047:0045,fog,fused,sky,nan,0
Full,0047:0045,fog,fused,nonsky,0.4122331440448761,2073600
Full,0047:0045,fog,fused,textureless,0.07754054665565491,308241
Full,0047:0045,fog,fused,textured,0.47067224979400635,1765359
Full,0047:0045,fog,stereo_only,valid,0.4122177064418793,2073600
Full,0047:0045,fog,stereo_only,sky,nan,0
Full,0047:0045,fog,stereo_only,nonsky,0.4122177064418793,2073600
Full,0047:0045,fog,stereo_only,textureless,0.07765106856822968,308241
Full,0047:0045,fog,stereo_only,textured,0.47063466906547546,1765359
Full,0047:0045,fog,mono_only,valid,7.460963726043701,2073600
Full,0047:0045,fog,mono_only,sky,nan,0
Full,0047:0045,fog,mono_only,nonsky,7.460963726043701,2073600
Full,0047:0045,fog,mono_only,textureless,4.556581497192383,308241
Full,0047:0045,fog,mono_only,textured,7.968083381652832,1765359
E0,0047:0045,frost,fused,valid,0.8371507525444031,2073600
E0,0047:0045,frost,fused,sky,nan,0
E0,0047:0045,frost,fused,nonsky,0.8371507525444031,2073600
E0,0047:0045,frost,fused,textureless,nan,0
E0,0047:0045,frost,fused,textured,0.8371507525444031,2073600
Full,0047:0045,frost,fused,valid,0.7221989631652832,2073600
Full,0047:0045,frost,fused,sky,nan,0
Full,0047:0045,frost,fused,nonsky,0.7221989631652832,2073600
Full,0047:0045,frost,fused,textureless,nan,0
Full,0047:0045,frost,fused,textured,0.7221989631652832,2073600
Full,0047:0045,frost,stereo_only,valid,0.722044050693512,2073600
Full,0047:0045,frost,stereo_only,sky,nan,0
Full,0047:0045,frost,stereo_only,nonsky,0.722044050693512,2073600
Full,0047:0045,frost,stereo_only,textureless,nan,0
Full,0047:0045,frost,stereo_only,textured,0.722044050693512,2073600
Full,0047:0045,frost,mono_only,valid,8.81376838684082,2073600
Full,0047:0045,frost,mono_only,sky,nan,0
Full,0047:0045,frost,mono_only,nonsky,8.81376838684082,2073600
Full,0047:0045,frost,mono_only,textureless,nan,0
Full,0047:0045,frost,mono_only,textured,8.81376838684082,2073600
E0,0047:0045,snow,fused,valid,1.0440064668655396,2073600
E0,0047:0045,snow,fused,sky,nan,0
E0,0047:0045,snow,fused,nonsky,1.0440064668655396,2073600
E0,0047:0045,snow,fused,textureless,0.13805584609508514,3719
E0,0047:0045,snow,fused,textured,1.0456342697143555,2069881
Full,0047:0045,snow,fused,valid,0.8500763177871704,2073600
Full,0047:0045,snow,fused,sky,nan,0
Full,0047:0045,snow,fused,nonsky,0.8500763177871704,2073600
Full,0047:0045,snow,fused,textureless,0.16556869447231293,3719
Full,0047:0045,snow,fused,textured,0.8513064384460449,2069881
Full,0047:0045,snow,stereo_only,valid,0.8495017290115356,2073600
Full,0047:0045,snow,stereo_only,sky,nan,0
Full,0047:0045,snow,stereo_only,nonsky,0.8495017290115356,2073600
Full,0047:0045,snow,stereo_only,textureless,0.1664804071187973,3719
Full,0047:0045,snow,stereo_only,textured,0.8507285714149475,2069881
Full,0047:0045,snow,mono_only,valid,25.185211181640625,2073600
Full,0047:0045,snow,mono_only,sky,nan,0
Full,0047:0045,snow,mono_only,nonsky,25.185211181640625,2073600
Full,0047:0045,snow,mono_only,textureless,8.083894729614258,3719
Full,0047:0045,snow,mono_only,textured,25.215930938720703,2069881
E0,0047:0089,clean,fused,valid,0.22465386986732483,2073600
E0,0047:0089,clean,fused,sky,nan,0
E0,0047:0089,clean,fused,nonsky,0.22465386986732483,2073600
E0,0047:0089,clean,fused,textureless,0.03316093236207962,1435
E0,0047:0089,clean,fused,textured,0.22478653490543365,2072165
Full,0047:0089,clean,fused,valid,0.21945129334926605,2073600
Full,0047:0089,clean,fused,sky,nan,0
Full,0047:0089,clean,fused,nonsky,0.21945129334926605,2073600
Full,0047:0089,clean,fused,textureless,0.03201764076948166,1435
Full,0047:0089,clean,fused,textured,0.21958118677139282,2072165
Full,0047:0089,clean,stereo_only,valid,0.21941791474819183,2073600
Full,0047:0089,clean,stereo_only,sky,nan,0
Full,0047:0089,clean,stereo_only,nonsky,0.21941791474819183,2073600
Full,0047:0089,clean,stereo_only,textureless,0.03214830160140991,1435
Full,0047:0089,clean,stereo_only,textured,0.21954776346683502,2072165
Full,0047:0089,clean,mono_only,valid,30.11182975769043,2073600
Full,0047:0089,clean,mono_only,sky,nan,0
Full,0047:0089,clean,mono_only,nonsky,30.11182975769043,2073600
Full,0047:0089,clean,mono_only,textureless,23.07790184020996,1435
Full,0047:0089,clean,mono_only,textured,30.116695404052734,2072165
E0,0047:0089,fog,fused,valid,0.1820996105670929,2073600
E0,0047:0089,fog,fused,sky,nan,0
E0,0047:0089,fog,fused,nonsky,0.1820996105670929,2073600
E0,0047:0089,fog,fused,textureless,0.08045927435159683,241073
E0,0047:0089,fog,fused,textured,0.19547073543071747,1832527
Full,0047:0089,fog,fused,valid,0.18370270729064941,2073600
Full,0047:0089,fog,fused,sky,nan,0
Full,0047:0089,fog,fused,nonsky,0.18370270729064941,2073600
Full,0047:0089,fog,fused,textureless,0.07658348977565765,241073
Full,0047:0089,fog,fused,textured,0.19779449701309204,1832527
Full,0047:0089,fog,stereo_only,valid,0.18370500206947327,2073600
Full,0047:0089,fog,stereo_only,sky,nan,0
Full,0047:0089,fog,stereo_only,nonsky,0.18370500206947327,2073600
Full,0047:0089,fog,stereo_only,textureless,0.07690142840147018,241073
Full,0047:0089,fog,stereo_only,textured,0.19775527715682983,1832527
Full,0047:0089,fog,mono_only,valid,5.085387229919434,2073600
Full,0047:0089,fog,mono_only,sky,nan,0
Full,0047:0089,fog,mono_only,nonsky,5.085387229919434,2073600
Full,0047:0089,fog,mono_only,textureless,4.127964496612549,241073
Full,0047:0089,fog,mono_only,textured,5.211338043212891,1832527
E0,0047:0089,frost,fused,valid,0.7948795557022095,2073600
E0,0047:0089,frost,fused,sky,nan,0
E0,0047:0089,frost,fused,nonsky,0.7948795557022095,2073600
E0,0047:0089,frost,fused,textureless,0.10094060748815536,402
E0,0047:0089,frost,fused,textured,0.7950142025947571,2073198
Full,0047:0089,frost,fused,valid,0.6565312743186951,2073600
Full,0047:0089,frost,fused,sky,nan,0
Full,0047:0089,frost,fused,nonsky,0.6565312743186951,2073600
Full,0047:0089,frost,fused,textureless,0.20876088738441467,402
Full,0047:0089,frost,fused,textured,0.6566178202629089,2073198
Full,0047:0089,frost,stereo_only,valid,0.6562271118164062,2073600
Full,0047:0089,frost,stereo_only,sky,nan,0
Full,0047:0089,frost,stereo_only,nonsky,0.6562271118164062,2073600
Full,0047:0089,frost,stereo_only,textureless,0.20631219446659088,402
Full,0047:0089,frost,stereo_only,textured,0.6563146114349365,2073198
Full,0047:0089,frost,mono_only,valid,4.532507419586182,2073600
Full,0047:0089,frost,mono_only,sky,nan,0
Full,0047:0089,frost,mono_only,nonsky,4.532507419586182,2073600
Full,0047:0089,frost,mono_only,textureless,14.834712982177734,402
Full,0047:0089,frost,mono_only,textured,4.530508518218994,2073198
E0,0047:0089,snow,fused,valid,1.5743099451065063,2073600
E0,0047:0089,snow,fused,sky,nan,0
E0,0047:0089,snow,fused,nonsky,1.5743099451065063,2073600
E0,0047:0089,snow,fused,textureless,0.3643685579299927,3316
E0,0047:0089,snow,fused,textured,1.576246976852417,2070284
Full,0047:0089,snow,fused,valid,0.6695721745491028,2073600
Full,0047:0089,snow,fused,sky,nan,0
Full,0047:0089,snow,fused,nonsky,0.6695721745491028,2073600
Full,0047:0089,snow,fused,textureless,0.31208062171936035,3316
Full,0047:0089,snow,fused,textured,0.6701445579528809,2070284
Full,0047:0089,snow,stereo_only,valid,0.6687434315681458,2073600
Full,0047:0089,snow,stereo_only,sky,nan,0
Full,0047:0089,snow,stereo_only,nonsky,0.6687434315681458,2073600
Full,0047:0089,snow,stereo_only,textureless,0.3112890124320984,3316
Full,0047:0089,snow,stereo_only,textured,0.6693158149719238,2070284
Full,0047:0089,snow,mono_only,valid,27.499652862548828,2073600
Full,0047:0089,snow,mono_only,sky,nan,0
Full,0047:0089,snow,mono_only,nonsky,27.499652862548828,2073600
Full,0047:0089,snow,mono_only,textureless,7.324248313903809,3316
Full,0047:0089,snow,mono_only,textured,27.531967163085938,2070284
E0,0047:0134,clean,fused,valid,0.18581826984882355,2073600
E0,0047:0134,clean,fused,sky,0.01890721544623375,93274
E0,0047:0134,clean,fused,nonsky,0.1936798244714737,1980326
E0,0047:0134,clean,fused,textureless,0.010504900477826595,83431
E0,0047:0134,clean,fused,textured,0.1931675672531128,1990169
Full,0047:0134,clean,fused,valid,0.187382772564888,2073600
Full,0047:0134,clean,fused,sky,0.016474423930048943,93274
Full,0047:0134,clean,fused,nonsky,0.19543258845806122,1980326
Full,0047:0134,clean,fused,textureless,0.00801871158182621,83431
Full,0047:0134,clean,fused,textured,0.1949019879102707,1990169
Full,0047:0134,clean,stereo_only,valid,0.18738877773284912,2073600
Full,0047:0134,clean,stereo_only,sky,0.016477853059768677,93274
Full,0047:0134,clean,stereo_only,nonsky,0.19543863832950592,1980326
Full,0047:0134,clean,stereo_only,textureless,0.008021517656743526,83431
Full,0047:0134,clean,stereo_only,textured,0.19490808248519897,1990169
Full,0047:0134,clean,mono_only,valid,19.47904396057129,2073600
Full,0047:0134,clean,mono_only,sky,0.1286042481660843,93274
Full,0047:0134,clean,mono_only,nonsky,20.390464782714844,1980326
Full,0047:0134,clean,mono_only,textureless,0.12278822064399719,83431
Full,0047:0134,clean,mono_only,textured,20.290491104125977,1990169
E0,0047:0134,fog,fused,valid,0.1573968380689621,2073600
E0,0047:0134,fog,fused,sky,0.042236678302288055,93274
E0,0047:0134,fog,fused,nonsky,0.16282100975513458,1980326
E0,0047:0134,fog,fused,textureless,0.0691012367606163,252713
E0,0047:0134,fog,fused,textured,0.1696510761976242,1820887
Full,0047:0134,fog,fused,valid,0.15811969339847565,2073600
Full,0047:0134,fog,fused,sky,0.017212552949786186,93274
Full,0047:0134,fog,fused,nonsky,0.16475652158260345,1980326
Full,0047:0134,fog,fused,textureless,0.06136556714773178,252713
Full,0047:0134,fog,fused,textured,0.17154772579669952,1820887
Full,0047:0134,fog,stereo_only,valid,0.15818622708320618,2073600
Full,0047:0134,fog,stereo_only,sky,0.017228763550519943,93274
Full,0047:0134,fog,stereo_only,nonsky,0.1648254096508026,1980326
Full,0047:0134,fog,stereo_only,textureless,0.061720073223114014,252713
Full,0047:0134,fog,stereo_only,textured,0.1715744137763977,1820887
Full,0047:0134,fog,mono_only,valid,3.414112091064453,2073600
Full,0047:0134,fog,mono_only,sky,0.08706731349229813,93274
Full,0047:0134,fog,mono_only,nonsky,3.570817470550537,1980326
Full,0047:0134,fog,mono_only,textureless,1.6190389394760132,252713
Full,0047:0134,fog,mono_only,textured,3.663243532180786,1820887
E0,0047:0134,frost,fused,valid,1.0299733877182007,2073600
E0,0047:0134,frost,fused,sky,0.07961408793926239,93274
E0,0047:0134,frost,fused,nonsky,1.0747357606887817,1980326
E0,0047:0134,frost,fused,textureless,0.09617643058300018,85796
E0,0047:0134,frost,fused,textured,1.0702778100967407,1987804
Full,0047:0134,frost,fused,valid,0.3833877444267273,2073600
Full,0047:0134,frost,fused,sky,0.07839365303516388,93274
Full,0047:0134,frost,fused,nonsky,0.3977530598640442,1980326
Full,0047:0134,frost,fused,textureless,0.09479665756225586,85796
Full,0047:0134,frost,fused,textured,0.3958437442779541,1987804
Full,0047:0134,frost,stereo_only,valid,0.38312652707099915,2073600
Full,0047:0134,frost,stereo_only,sky,0.07821298390626907,93274
Full,0047:0134,frost,stereo_only,nonsky,0.3974881172180176,1980326
Full,0047:0134,frost,stereo_only,textureless,0.094658762216568,85796
Full,0047:0134,frost,stereo_only,textured,0.39557698369026184,1987804
Full,0047:0134,frost,mono_only,valid,11.268643379211426,2073600
Full,0047:0134,frost,mono_only,sky,0.36942699551582336,93274
Full,0047:0134,frost,mono_only,nonsky,11.782002449035645,1980326
Full,0047:0134,frost,mono_only,textureless,0.4265449643135071,85796
Full,0047:0134,frost,mono_only,textured,11.736605644226074,1987804
E0,0047:0134,snow,fused,valid,10.35309886932373,2073600
E0,0047:0134,snow,fused,sky,11.195233345031738,93274
E0,0047:0134,snow,fused,nonsky,10.313435554504395,1980326
E0,0047:0134,snow,fused,textureless,4.683356285095215,1780
E0,0047:0134,snow,fused,textured,10.35797119140625,2071820
Full,0047:0134,snow,fused,valid,0.502602219581604,2073600
Full,0047:0134,snow,fused,sky,0.11087851226329803,93274
Full,0047:0134,snow,fused,nonsky,0.5210528373718262,1980326
Full,0047:0134,snow,fused,textureless,0.07534483075141907,1780
Full,0047:0134,snow,fused,textured,0.5029693841934204,2071820
Full,0047:0134,snow,stereo_only,valid,0.5020725131034851,2073600
Full,0047:0134,snow,stereo_only,sky,0.11155610531568527,93274
Full,0047:0134,snow,stereo_only,nonsky,0.5204663276672363,1980326
Full,0047:0134,snow,stereo_only,textureless,0.07559408247470856,1780
Full,0047:0134,snow,stereo_only,textured,0.5024392008781433,2071820
Full,0047:0134,snow,mono_only,valid,26.52053451538086,2073600
Full,0047:0134,snow,mono_only,sky,1.8349230289459229,93274
Full,0047:0134,snow,mono_only,nonsky,27.683231353759766,1980326
Full,0047:0134,snow,mono_only,textureless,0.669791042804718,1780
Full,0047:0134,snow,mono_only,textured,26.54274559020996,2071820
E0,0047:0178,clean,fused,valid,0.13611121475696564,2073600
E0,0047:0178,clean,fused,sky,0.01877475529909134,433524
E0,0047:0178,clean,fused,nonsky,0.16712689399719238,1640076
E0,0047:0178,clean,fused,textureless,0.01225414127111435,410662
E0,0047:0178,clean,fused,textured,0.16669760644435883,1662938
Full,0047:0178,clean,fused,valid,0.13987571001052856,2073600
Full,0047:0178,clean,fused,sky,0.014713726937770844,433524
Full,0047:0178,clean,fused,nonsky,0.17295996844768524,1640076
Full,0047:0178,clean,fused,textureless,0.008159411139786243,410662
Full,0047:0178,clean,fused,textured,0.1724029928445816,1662938
Full,0047:0178,clean,stereo_only,valid,0.13987548649311066,2073600
Full,0047:0178,clean,stereo_only,sky,0.014717286452651024,433524
Full,0047:0178,clean,stereo_only,nonsky,0.1729588359594345,1640076
Full,0047:0178,clean,stereo_only,textureless,0.008161098696291447,410662
Full,0047:0178,clean,stereo_only,textured,0.1724022924900055,1662938
Full,0047:0178,clean,mono_only,valid,6.266540050506592,2073600
Full,0047:0178,clean,mono_only,sky,0.08489113301038742,433524
Full,0047:0178,clean,mono_only,nonsky,7.900545597076416,1640076
Full,0047:0178,clean,mono_only,textureless,0.04948713630437851,410662
Full,0047:0178,clean,mono_only,textured,7.801837921142578,1662938
E0,0047:0178,fog,fused,valid,2.137002468109131,2073600
E0,0047:0178,fog,fused,sky,9.667069435119629,433524
E0,0047:0178,fog,fused,nonsky,0.14656411111354828,1640076
E0,0047:0178,fog,fused,textureless,7.970853805541992,526533
E0,0047:0178,fog,fused,textured,0.15149077773094177,1547067
Full,0047:0178,fog,fused,valid,0.12427233159542084,2073600
Full,0047:0178,fog,fused,sky,0.025045424699783325,433524
Full,0047:0178,fog,fused,nonsky,0.15050108730793,1640076
Full,0047:0178,fog,fused,textureless,0.03392903879284859,526533
Full,0047:0178,fog,fused,textured,0.15501999855041504,1547067
Full,0047:0178,fog,stereo_only,valid,0.12422767281532288,2073600
Full,0047:0178,fog,stereo_only,sky,0.024989567697048187,433524
Full,0047:0178,fog,stereo_only,nonsky,0.15045945346355438,1640076
Full,0047:0178,fog,stereo_only,textureless,0.03393419459462166,526533
Full,0047:0178,fog,stereo_only,textured,0.15495842695236206,1547067
Full,0047:0178,fog,mono_only,valid,2.289412498474121,2073600
Full,0047:0178,fog,mono_only,sky,0.11419473588466644,433524
Full,0047:0178,fog,mono_only,nonsky,2.8643908500671387,1640076
Full,0047:0178,fog,mono_only,textureless,0.3787742853164673,526533
Full,0047:0178,fog,mono_only,textured,2.9396839141845703,1547067
E0,0047:0178,frost,fused,valid,3.423539400100708,2073600
E0,0047:0178,frost,fused,sky,10.169797897338867,433524
E0,0047:0178,frost,fused,nonsky,1.6402908563613892,1640076
E0,0047:0178,frost,fused,textureless,47.009727478027344,2281
E0,0047:0178,frost,fused,textured,3.3755440711975098,2071319
Full,0047:0178,frost,fused,valid,0.3726738691329956,2073600
Full,0047:0178,frost,fused,sky,0.28501763939857483,433524
Full,0047:0178,frost,fused,nonsky,0.39584434032440186,1640076
Full,0047:0178,frost,fused,textureless,0.2886340916156769,2281
Full,0047:0178,frost,fused,textured,0.37276649475097656,2071319
Full,0047:0178,frost,stereo_only,valid,0.3720548748970032,2073600
Full,0047:0178,frost,stereo_only,sky,0.28382718563079834,433524
Full,0047:0178,frost,stereo_only,nonsky,0.3953762352466583,1640076
Full,0047:0178,frost,stereo_only,textureless,0.2874632179737091,2281
Full,0047:0178,frost,stereo_only,textured,0.3721480369567871,2071319
Full,0047:0178,frost,mono_only,valid,25.075439453125,2073600
Full,0047:0178,frost,mono_only,sky,12.184218406677246,433524
Full,0047:0178,frost,mono_only,nonsky,28.483003616333008,1640076
Full,0047:0178,frost,mono_only,textureless,14.054150581359863,2281
Full,0047:0178,frost,mono_only,textured,25.08757781982422,2071319
E0,0047:0178,snow,fused,valid,2.947967052459717,2073600
E0,0047:0178,snow,fused,sky,2.8688063621520996,433524
E0,0047:0178,snow,fused,nonsky,2.968891143798828,1640076
E0,0047:0178,snow,fused,textureless,4.52029275894165,4508
E0,0047:0178,snow,fused,textured,2.9445409774780273,2069092
Full,0047:0178,snow,fused,valid,0.3780551850795746,2073600
Full,0047:0178,snow,fused,sky,0.14628824591636658,433524
Full,0047:0178,snow,fused,nonsky,0.43931853771209717,1640076
Full,0047:0178,snow,fused,textureless,0.09404273331165314,4508
Full,0047:0178,snow,fused,textured,0.3786739408969879,2069092
Full,0047:0178,snow,stereo_only,valid,0.3776634633541107,2073600
Full,0047:0178,snow,stereo_only,sky,0.14579898118972778,433524
Full,0047:0178,snow,stereo_only,nonsky,0.4389524459838867,1640076
Full,0047:0178,snow,stereo_only,textureless,0.09385263174772263,4508
Full,0047:0178,snow,stereo_only,textured,0.37828174233436584,2069092
Full,0047:0178,snow,mono_only,valid,14.99277400970459,2073600
Full,0047:0178,snow,mono_only,sky,0.925140380859375,433524
Full,0047:0178,snow,mono_only,nonsky,18.71129035949707,1640076
Full,0047:0178,snow,mono_only,textureless,0.9053541421890259,4508
Full,0047:0178,snow,mono_only,textured,15.02346420288086,2069092
E0,0047:0222,clean,fused,valid,0.11964862048625946,2073600
E0,0047:0222,clean,fused,sky,0.016828292980790138,601856
E0,0047:0222,clean,fused,nonsky,0.16169607639312744,1471744
E0,0047:0222,clean,fused,textureless,0.011704672127962112,578251
E0,0047:0222,clean,fused,textured,0.1613905429840088,1495349
Full,0047:0222,clean,fused,valid,0.12287573516368866,2073600
Full,0047:0222,clean,fused,sky,0.0182564128190279,601856
Full,0047:0222,clean,fused,nonsky,0.16565877199172974,1471744
Full,0047:0222,clean,fused,textureless,0.013350002467632294,578251
Full,0047:0222,clean,fused,textured,0.16522930562496185,1495349
Full,0047:0222,clean,stereo_only,valid,0.12287786602973938,2073600
Full,0047:0222,clean,stereo_only,sky,0.018257129937410355,601856
Full,0047:0222,clean,stereo_only,nonsky,0.1656615287065506,1471744
Full,0047:0222,clean,stereo_only,textureless,0.013349139131605625,578251
Full,0047:0222,clean,stereo_only,textured,0.16523262858390808,1495349
Full,0047:0222,clean,mono_only,valid,4.552078723907471,2073600
Full,0047:0222,clean,mono_only,sky,0.078924261033535,601856
Full,0047:0222,clean,mono_only,nonsky,6.381331443786621,1471744
Full,0047:0222,clean,mono_only,textureless,0.053402386605739594,578251
Full,0047:0222,clean,mono_only,textured,6.291714668273926,1495349
E0,0047:0222,fog,fused,valid,6.543264865875244,2073600
E0,0047:0222,fog,fused,sky,22.1990909576416,601856
E0,0047:0222,fog,fused,nonsky,0.1409631371498108,1471744
E0,0047:0222,fog,fused,textureless,19.45699119567871,686995
E0,0047:0222,fog,fused,textured,0.1451461762189865,1386605
Full,0047:0222,fog,fused,valid,0.10983897745609283,2073600
Full,0047:0222,fog,fused,sky,0.020513933151960373,601856
Full,0047:0222,fog,fused,nonsky,0.1463676393032074,1471744
Full,0047:0222,fog,fused,textureless,0.029376106336712837,686995
Full,0047:0222,fog,fused,textured,0.14970441162586212,1386605
Full,0047:0222,fog,stereo_only,valid,0.10986603796482086,2073600
Full,0047:0222,fog,stereo_only,sky,0.020648935809731483,601856
Full,0047:0222,fog,stereo_only,nonsky,0.14635050296783447,1471744
Full,0047:0222,fog,stereo_only,textureless,0.029507726430892944,686995
Full,0047:0222,fog,stereo_only,textured,0.14967961609363556,1386605
Full,0047:0222,fog,mono_only,valid,2.101309299468994,2073600
Full,0047:0222,fog,mono_only,sky,0.20917096734046936,601856
Full,0047:0222,fog,mono_only,nonsky,2.8750815391540527,1471744
Full,0047:0222,fog,mono_only,textureless,0.4934654235839844,686995
Full,0047:0222,fog,mono_only,textured,2.897916793823242,1386605
E0,0047:0222,frost,fused,valid,1.2537814378738403,2073600
E0,0047:0222,frost,fused,sky,1.1529706716537476,601856
E0,0047:0222,frost,fused,nonsky,1.2950066328048706,1471744
E0,0047:0222,frost,fused,textureless,1.3321526050567627,426433
E0,0047:0222,frost,fused,textured,1.2334916591644287,1647167
Full,0047:0222,frost,fused,valid,0.2667189836502075,2073600
Full,0047:0222,frost,fused,sky,0.03927230462431908,601856
Full,0047:0222,frost,fused,nonsky,0.3597312569618225,1471744
Full,0047:0222,frost,fused,textureless,0.036373209208250046,426433
Full,0047:0222,frost,fused,textured,0.32635298371315,1647167
Full,0047:0222,frost,stereo_only,valid,0.26649847626686096,2073600
Full,0047:0222,frost,stereo_only,sky,0.03913181647658348,601856
Full,0047:0222,frost,stereo_only,nonsky,0.3594779074192047,1471744
Full,0047:0222,frost,stereo_only,textureless,0.0362512469291687,426433
Full,0047:0222,frost,stereo_only,textured,0.32610687613487244,1647167
Full,0047:0222,frost,mono_only,valid,7.591605186462402,2073600
Full,0047:0222,frost,mono_only,sky,0.7846113443374634,601856
Full,0047:0222,frost,mono_only,nonsky,10.375266075134277,1471744
Full,0047:0222,frost,mono_only,textureless,0.7632918953895569,426433
Full,0047:0222,frost,mono_only,textured,9.359378814697266,1647167
E0,0047:0222,snow,fused,valid,15.219895362854004,2073600
E0,0047:0222,snow,fused,sky,32.75074768066406,601856
E0,0047:0222,snow,fused,nonsky,8.05081558227539,1471744
E0,0047:0222,snow,fused,textureless,39.48191833496094,3767
E0,0047:0222,snow,fused,textured,15.175745010375977,2069833
Full,0047:0222,snow,fused,valid,0.3179120421409607,2073600
Full,0047:0222,snow,fused,sky,0.0726155936717987,601856
Full,0047:0222,snow,fused,nonsky,0.4182235896587372,1471744
Full,0047:0222,snow,fused,textureless,0.07499866187572479,3767
Full,0047:0222,snow,fused,textured,0.31835418939590454,2069833
Full,0047:0222,snow,stereo_only,valid,0.31761637330055237,2073600
Full,0047:0222,snow,stereo_only,sky,0.07222656160593033,601856
Full,0047:0222,snow,stereo_only,nonsky,0.41796621680259705,1471744
Full,0047:0222,snow,stereo_only,textureless,0.07494311779737473,3767
Full,0047:0222,snow,stereo_only,textured,0.3180580735206604,2069833
Full,0047:0222,snow,mono_only,valid,7.75553035736084,2073600
Full,0047:0222,snow,mono_only,sky,0.9833512902259827,601856
Full,0047:0222,snow,mono_only,nonsky,10.524951934814453,1471744
Full,0047:0222,snow,mono_only,textureless,0.8077062964439392,3767
Full,0047:0222,snow,mono_only,textured,7.768177509307861,2069833
E0,0047:0267,clean,fused,valid,0.11652778089046478,2073600
E0,0047:0267,clean,fused,sky,0.016756100580096245,631352
E0,0047:0267,clean,fused,nonsky,0.16020338237285614,1442248
E0,0047:0267,clean,fused,textureless,0.012183114886283875,607821
E0,0047:0267,clean,fused,textured,0.15979687869548798,1465779
Full,0047:0267,clean,fused,valid,0.12060663849115372,2073600
Full,0047:0267,clean,fused,sky,0.018475256860256195,631352
Full,0047:0267,clean,fused,nonsky,0.1653151959180832,1442248
Full,0047:0267,clean,fused,textureless,0.014040919952094555,607821
Full,0047:0267,clean,fused,textured,0.16479672491550446,1465779
Full,0047:0267,clean,stereo_only,valid,0.1206074059009552,2073600
Full,0047:0267,clean,stereo_only,sky,0.018475811928510666,631352
Full,0047:0267,clean,stereo_only,nonsky,0.16531601548194885,1442248
Full,0047:0267,clean,stereo_only,textureless,0.014040013775229454,607821
Full,0047:0267,clean,stereo_only,textured,0.16479812562465668,1465779
Full,0047:0267,clean,mono_only,valid,4.051178455352783,2073600
Full,0047:0267,clean,mono_only,sky,0.0752008855342865,631352
Full,0047:0267,clean,mono_only,nonsky,5.791683673858643,1442248
Full,0047:0267,clean,mono_only,textureless,0.052537690848112106,607821
Full,0047:0267,clean,mono_only,textured,5.709312438964844,1465779
E0,0047:0267,fog,fused,valid,0.6724277138710022,2073600
E0,0047:0267,fog,fused,sky,1.878592848777771,631352
E0,0047:0267,fog,fused,nonsky,0.1444217562675476,1442248
E0,0047:0267,fog,fused,textureless,1.701675295829773,700017
E0,0047:0267,fog,fused,textured,0.14789323508739471,1373583
Full,0047:0267,fog,fused,valid,0.10927224904298782,2073600
Full,0047:0267,fog,fused,sky,0.019735613837838173,631352
Full,0047:0267,fog,fused,nonsky,0.14846740663051605,1442248
Full,0047:0267,fog,fused,textureless,0.027320770546793938,700017
Full,0047:0267,fog,fused,textured,0.1510370820760727,1373583
Full,0047:0267,fog,stereo_only,valid,0.10927247256040573,2073600
Full,0047:0267,fog,stereo_only,sky,0.019817601889371872,631352
Full,0047:0267,fog,stereo_only,nonsky,0.14843183755874634,1442248
Full,0047:0267,fog,stereo_only,textureless,0.027418218553066254,700017
Full,0047:0267,fog,stereo_only,textured,0.15098778903484344,1373583
Full,0047:0267,fog,mono_only,valid,2.673069477081299,2073600
Full,0047:0267,fog,mono_only,sky,2.4214437007904053,631352
Full,0047:0267,fog,mono_only,nonsky,2.783219575881958,1442248
Full,0047:0267,fog,mono_only,textureless,2.402014970779419,700017
Full,0047:0267,fog,mono_only,textured,2.811206102371216,1373583
E0,0047:0267,frost,fused,valid,11.520432472229004,2073600
E0,0047:0267,frost,fused,sky,33.14606475830078,631352
E0,0047:0267,frost,fused,nonsky,2.053682804107666,1442248
E0,0047:0267,frost,fused,textureless,53.31312942504883,3646
E0,0047:0267,frost,fused,textured,11.446805000305176,2069954
Full,0047:0267,frost,fused,valid,0.31099292635917664,2073600
Full,0047:0267,frost,fused,sky,0.1357252597808838,631352
